show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duracao_min
s1476,Movie,Too Handsome to Handle,Sabrina Rochelle Kalangie,Indonesia,12/31/2020,2019,TV-14,106 min,"Comedies, Dramas, International Movies",106
s1482,Movie,The Rope Curse 2,Liao Shih-han,Taiwan,12/30/2020,2020,TV-MA,105 min,"Horror Movies, International Movies",105
s1485,Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",United States,12/28/2020,2020,PG-13,8 min,Dramas,8
s1486,Movie,Rango,Gore Verbinski,United States,12/28/2020,2011,PG,110 min,"Children & Family Movies, Comedies",110
s1487,Movie,Death to 2020,"Al Campbell, Alice Mathias",United States,12/27/2020,2020,TV-MA,71 min,Comedies,71
s1489,Movie,DNA,Maïwenn,France,12/26/2020,2020,TV-MA,91 min,"Dramas, International Movies",91
s1491,Movie,The Magic School Bus Rides Again In the Zone,Richard Weston,Canada,12/26/2020,2020,TV-Y,46 min,Children & Family Movies,46
s1492,Movie,AK vs AK,Vikramaditya Motwane,India,12/25/2020,2020,TV-MA,109 min,"Comedies, Dramas, International Movies",109
s1494,Movie,Isa Pa with Feelings,Prime Cruz,Philippines,12/25/2020,2019,TV-G,102 min,"International Movies, Romantic Movies",102
s1495,Movie,We Can Be Heroes,Robert Rodriguez,United States,12/25/2020,2020,PG,101 min,"Children & Family Movies, Comedies",101
s1496,Movie,Bridezilla,Andibachtiar Yusuf,Indonesia,12/24/2020,2019,TV-MA,94 min,"Comedies, Dramas, International Movies",94
s1497,Movie,Cemara's Family,Yandy Laurens,Indonesia,12/24/2020,2018,TV-G,110 min,"Children & Family Movies, Dramas, International Movies",110
s1498,Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,Philippines,12/24/2020,2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies",117
s1499,Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker",United States,12/23/2020,2012,TV-14,85 min,"Action & Adventure, Comedies, Independent Movies",85
s1500,Movie,The Midnight Sky,George Clooney,United States,12/23/2020,2020,PG-13,119 min,Dramas,119
s1501,Movie,Your Name Engraved Herein,Liu Kuang-hui,Taiwan,12/23/2020,2020,TV-MA,115 min,"Dramas, International Movies, LGBTQ Movies",115
s1502,Movie,After We Collided,Roger Kumble,United States,12/22/2020,2020,R,105 min,"Dramas, Romantic Movies",105
s1503,Movie,London Hughes: To Catch a D*ck,Kristian Mercado,United States,12/22/2020,2020,TV-MA,68 min,Stand-Up Comedy,68
s1505,Movie,QLIMAX THE SOURCE,"Daan Jansen, Stijn Verlinde",Netherlands,12/22/2020,2020,TV-14,57 min,Music & Musicals,57
s1508,Movie,Shaun the Sheep: The Farmer’s Llamas,Jay Grace,United Kingdom,12/22/2020,2020,TV-Y,28 min,"Children & Family Movies, Comedies",28
s1510,Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,United States,12/21/2020,2020,TV-MA,98 min,"Documentaries, Music & Musicals",98
s1511,Movie,The Con Is On,James Haslam,United States,12/21/2020,2018,R,95 min,Comedies,95
s1512,Movie,Mohamed Hussein,Muhammad Ali,Egypt,12/20/2020,2019,TV-14,96 min,"Comedies, International Movies",96
s1513,Movie,Rhys Nicholson Live at the Athenaeum,Thomas Toby Parkinson,United Kingdom,12/20/2020,2020,TV-MA,66 min,Stand-Up Comedy,66
s1514,Movie,Atlas Shrugged: Part II,John Putch,United States,12/19/2020,2012,PG-13,112 min,Dramas,112
s1516,Movie,Guest House,Sam Macaroni,United States,12/18/2020,2020,R,84 min,Comedies,84
s1518,Movie,Ma Rainey's Black Bottom,George C. Wolfe,United States,12/18/2020,2020,R,94 min,"Dramas, Music & Musicals",94
s1520,Movie,Mukhsin,Yasmin Ahmad,Malaysia,12/18/2020,2006,TV-PG,98 min,"Children & Family Movies, Comedies, Dramas",98
s1522,Movie,Rabun,Yasmin Ahmad,Malaysia,12/18/2020,2004,TV-PG,85 min,"Dramas, Independent Movies, International Movies",85
s1523,Movie,Talentime,Yasmin Ahmad,Malaysia,12/18/2020,2009,TV-14,120 min,"Dramas, International Movies, Romantic Movies",120
s1524,Movie,An Unremarkable Christmas,Juan Camilo Pinzon,Colombia,12/17/2020,2020,TV-14,83 min,"Comedies, Dramas, International Movies",83
s1525,Movie,Braven,Lin Oeding,Canada,12/17/2020,2018,R,94 min,Action & Adventure,94
s1526,Movie,Eggnoid: Love & Time Portal,Naya Anindita,Indonesia,12/17/2020,2019,TV-14,102 min,"Dramas, International Movies, Romantic Movies",102
s1527,Movie,Love You to the Stars and Back,Antoinette Jadaone,Philippines,12/17/2020,2017,TV-14,111 min,"Comedies, International Movies, Romantic Movies",111
s1532,Movie,The Wedding Shaman,Farishad I. Latjuba,Not Given,12/17/2020,2019,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",111
s1530,Movie,Sakaling Maging Tayo,JP Habac,Philippines,12/17/2020,2019,TV-14,90 min,"International Movies, Romantic Movies",90
s1535,Movie,Bwakaw,Jun Lana,Philippines,12/16/2020,2012,TV-MA,110 min,"Dramas, International Movies, LGBTQ Movies",110
s1537,Movie,Incarnate,Brad Peyton,United States,12/16/2020,2016,PG-13,87 min,"Horror Movies, Thrillers",87
s1538,Movie,Lee Daniels' The Butler,Lee Daniels,United States,12/16/2020,2013,PG-13,132 min,Dramas,132
s1541,Movie,Nocturnal Animals,Tom Ford,United States,12/16/2020,2016,R,117 min,"Dramas, Thrillers",117
s1543,Movie,Vir Das: Outside In - The Lockdown Special,Vir Das,India,12/16/2020,2020,TV-MA,50 min,Stand-Up Comedy,50
s1557,Movie,A Trash Truck Christmas,Eddie Rosas,Not Given,12/11/2020,2020,TV-Y,28 min,Children & Family Movies,28
s1545,Movie,Grizzlies,Miranda de Pencier,Canada,12/15/2020,2018,R,106 min,"Dramas, Independent Movies, Sports Movies",106
s1550,Movie,The Professor and the Madman,Farhad Safinia,Ireland,12/15/2020,2019,TV-14,125 min,"Dramas, Independent Movies",125
s1551,Movie,A California Christmas,Shaun Paul Piccinino,United States,12/14/2020,2020,PG-13,107 min,"Comedies, Romantic Movies",107
s1558,Movie,Canvas,Frank E. Abney III,United States,12/11/2020,2020,G,9 min,"Children & Family Movies, Dramas",9
s1559,Movie,Giving Voice,"James D. Stern, Fernando Villena",United States,12/11/2020,2020,PG-13,91 min,Documentaries,91
s1561,Movie,The Prom,Ryan Murphy,United States,12/11/2020,2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",132
s1562,Movie,Torbaaz,Girish Malik,India,12/11/2020,2020,TV-MA,133 min,"Dramas, International Movies, Sports Movies",133
s2436,Movie,Life's Speed Bump,Wael Ehsan,Egypt,6/2/2020,2006,TV-14,109 min,"Comedies, International Movies",109
s1564,Movie,Funny Boy,Deepa Mehta,Canada,12/10/2020,2020,TV-MA,109 min,"Dramas, LGBTQ Movies",109
s1566,Movie,Just The Way You Are,Theodore Boborol,Philippines,12/10/2020,2016,TV-G,107 min,"International Movies, Romantic Movies",107
s1567,Movie,She's the One,Mae Czarina Cruz,Philippines,12/10/2020,2013,TV-14,111 min,"Dramas, International Movies, Romantic Movies",111
s1568,Movie,The Panti Sisters,Jun Lana,Philippines,12/10/2020,2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",108
s1569,Movie,"Kalel, 15",Jun Lana,Philippines,12/9/2020,2019,TV-MA,105 min,"Dramas, Independent Movies, International Movies",105
s1601,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,Not Given,12/3/2020,2020,TV-Y,25 min,Children & Family Movies,25
s1572,Movie,Rose Island,Sydney Sibilia,Italy,12/9/2020,2020,TV-14,119 min,"Comedies, Dramas, International Movies",119
s1576,Movie,André & his olive tree,Josiah Ng,Singapore,12/8/2020,2020,TV-PG,104 min,"Documentaries, International Movies",104
s1577,Movie,Bobbleheads The Movie,Kirk Wise,United States,12/8/2020,2020,PG,83 min,"Children & Family Movies, Comedies",83
s1581,Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton",United States,12/8/2020,2020,TV-Y7,79 min,Children & Family Movies,79
s1583,Movie,Triple 9,John Hillcoat,United States,12/8/2020,2016,R,115 min,"Dramas, Thrillers",115
s1582,Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,United States,12/8/2020,2020,TV-Y,24 min,Children & Family Movies,24
s1585,Movie,Ava,Tate Taylor,United States,12/7/2020,2020,R,97 min,"Action & Adventure, Dramas",97
s1589,Movie,Mighty Express: A Mighty Christmas,Clint Butler,Canada,12/5/2020,2020,TV-Y,26 min,Children & Family Movies,26
s1592,Movie,Captain Underpants Mega Blissmas,"Erik Kling, Kevin Peaty",United States,12/4/2020,2020,TV-Y7,46 min,"Children & Family Movies, Comedies",46
s1593,Movie,Christmas Crossfire,Detlev Buck,Germany,12/4/2020,2020,TV-MA,106 min,"Comedies, International Movies, Thrillers",106
s1596,Movie,MANK,David Fincher,United States,12/4/2020,2020,R,133 min,"Dramas, Independent Movies",133
s1598,Movie,You Are My Home,Amanda Raymond,United States,12/4/2020,2020,TV-PG,93 min,"Children & Family Movies, Dramas",93
s1599,Movie,Between Maybes,Jason Paul Laxamana,Philippines,12/3/2020,2019,TV-14,108 min,"Dramas, International Movies, Romantic Movies",108
s1600,Movie,Break,Marc Fouchard,France,12/3/2020,2018,TV-MA,96 min,"Comedies, Dramas, International Movies",96
s1602,Movie,Just Another Christmas,Roberto Santucci,Brazil,12/3/2020,2020,TV-MA,101 min,"Comedies, International Movies",101
s1603,Movie,Must Be... Love,Dado C. Lumibao,Philippines,12/3/2020,2013,TV-14,106 min,"Comedies, Dramas, International Movies",106
s1605,Movie,Ari Eldjárn: Pardon My Icelandic,August Jakobsson,Iceland,12/2/2020,2020,TV-MA,54 min,Stand-Up Comedy,54
s1607,Movie,Fierce,Anna Wieczur-Bluszcz,Poland,12/2/2020,2020,TV-MA,118 min,"Comedies, Dramas, International Movies",118
s1609,Movie,3 Days to Kill,McG,United States,12/1/2020,2014,PG-13,117 min,Action & Adventure,117
s1610,Movie,Angela's Christmas Wish,Damien O’Connor,United States,12/1/2020,2020,TV-Y,48 min,Children & Family Movies,48
s1611,Movie,Angels & Demons,Ron Howard,United States,12/1/2020,2009,PG-13,139 min,Thrillers,139
s1613,Movie,Chef,Jon Favreau,United States,12/1/2020,2014,R,115 min,"Comedies, Independent Movies",115
s1614,Movie,Effie Gray,Richard Laxton,United Kingdom,12/1/2020,2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies",109
s1617,Movie,Monster House,Gil Kenan,United States,12/1/2020,2006,PG,91 min,"Children & Family Movies, Comedies",91
s1618,Movie,Natalie Palamides: Nate - A One Man Show,Phil Burgers,United States,12/1/2020,2020,TV-MA,60 min,Comedies,60
s1621,Movie,Peppermint,Pierre Morel,Hong Kong,12/1/2020,2018,R,102 min,Action & Adventure,102
s1608,Movie,Hazel Brugger: Tropical,Not Given,Germany,12/2/2020,2020,TV-MA,58 min,Stand-Up Comedy,58
s1622,Movie,Quigley Down Under,Simon Wincer,Australia,12/1/2020,1990,PG-13,120 min,Action & Adventure,120
s1625,Movie,The Da Vinci Code,Ron Howard,United States,12/1/2020,2006,PG-13,149 min,Thrillers,149
s1627,Movie,The Happytime Murders,Brian Henson,United States,12/1/2020,2018,R,91 min,"Action & Adventure, Comedies",91
s1630,Movie,U-Turn,Derick Cabrido,Philippines,12/1/2020,2020,TV-MA,99 min,"Horror Movies, International Movies",99
s1631,Movie,Finding Agnes,Marla M. Ancheta,Philippines,11/30/2020,2020,TV-PG,106 min,"Dramas, International Movies",106
s1632,Movie,Rust Creek,Jen McGowan,United States,11/30/2020,2018,R,108 min,Thrillers,108
s1633,Movie,Spookley and the Christmas Kittens,Bernie Denk,United States,11/30/2020,2019,TV-Y,45 min,Children & Family Movies,45
s1634,Movie,The 2nd,Brian Skiba,United States,11/30/2020,2020,TV-MA,93 min,Action & Adventure,93
s1636,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo",United States,11/27/2020,2020,TV-Y,22 min,Children & Family Movies,22
s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,United States,11/27/2020,2020,TV-PG,81 min,"Children & Family Movies, Documentaries",81
s1638,Movie,Don’t Listen,Ángel Gómez Hernández,Spain,11/27/2020,2020,TV-MA,98 min,"Horror Movies, International Movies",98
s1658,Movie,Notes for My Son,Carlos Sorín,Argentina,11/24/2020,2020,TV-MA,84 min,"Dramas, International Movies",84
s1653,Movie,Andhaghaaram,V Vignarajan,India,11/24/2020,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers",171
s1643,Movie,The Beast,Ludovico Di Martino,Italy,11/27/2020,2020,TV-MA,100 min,"Action & Adventure, International Movies",100
s1644,Movie,The Call,Lee Chung-hyun,South Korea,11/27/2020,2020,TV-MA,112 min,"International Movies, Thrillers",112
s1645,Movie,Fantastica,Barry Gonzalez,Philippines,11/26/2020,2018,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies",114
s1646,Movie,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,United States,11/26/2020,2020,TV-14,68 min,Stand-Up Comedy,68
s1647,Movie,Mosul,Matthew Michael Carnahan,United States,11/26/2020,2020,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",103
s1648,Movie,Unexpectedly Yours,Cathy Garcia-Molina,Philippines,11/26/2020,2017,TV-14,121 min,"Comedies, International Movies, Romantic Movies",121
s1649,Movie,Ghosts of War,Eric Bress,United Kingdom,11/25/2020,2020,R,95 min,Horror Movies,95
s1651,Movie,Shawn Mendes: Live in Concert,Paul Dugdale,United Kingdom,11/25/2020,2020,TV-PG,87 min,Music & Musicals,87
s1652,Movie,The Christmas Chronicles: Part Two,Chris Columbus,Canada,11/25/2020,2020,PG,115 min,"Children & Family Movies, Comedies",115
s1654,Movie,Andhakaaram,V Vignarajan,India,11/24/2020,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers",171
s1656,Movie,Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, TJ Sullivan",United States,11/24/2020,2020,TV-Y,46 min,"Children & Family Movies, Comedies",46
s1657,Movie,Hillbilly Elegy,Ron Howard,United States,11/24/2020,2020,R,117 min,Dramas,117
s1660,Movie,Hard Kill,Matt Eskandari,United States,11/23/2020,2020,R,98 min,Action & Adventure,98
s1661,Movie,Shawn Mendes: In Wonder,Grant Singer,United States,11/23/2020,2020,TV-MA,83 min,"Documentaries, Music & Musicals",83
s1663,Movie,The Suit,Mohammad Adel,Egypt,11/23/2020,2018,TV-14,97 min,"Action & Adventure, Comedies, International Movies",97
s1664,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,United States,11/22/2020,2020,TV-PG,99 min,"Children & Family Movies, Music & Musicals",99
s1665,Movie,Machete Kills,Robert Rodriguez,United States,11/22/2020,2013,R,108 min,Action & Adventure,108
s1666,Movie,40 Sticks,Victor Gatonye,Kenya,11/20/2020,2019,TV-14,93 min,"International Movies, Thrillers",93
s1667,Movie,Alien Xmas,Stephen Chiodo,United States,11/20/2020,2020,TV-Y,42 min,Children & Family Movies,42
s1670,Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",United States,11/20/2020,2020,PG,13 min,Dramas,13
s1672,Movie,The App That Stole Christmas,Monica Floyd,United States,11/20/2020,2020,TV-PG,64 min,"Children & Family Movies, Comedies",64
s1674,Movie,Black Friday,Anurag Kashyap,India,11/19/2020,2004,TV-MA,162 min,"Dramas, International Movies",162
s1675,Movie,Bodyguard,Siddique,India,11/19/2020,2011,TV-14,130 min,"Action & Adventure, Comedies, International Movies",130
s1676,Movie,Break Ke Baad,Danish Aslam,India,11/19/2020,2010,TV-14,108 min,"Comedies, International Movies, Music & Musicals",108
s1677,Movie,Hawaizaada,Vibhu Virender Puri,India,11/19/2020,2015,TV-14,129 min,"Dramas, International Movies, Romantic Movies",129
s1678,Movie,My Amnesia Girl,Cathy Garcia-Molina,Philippines,11/19/2020,2010,TV-14,105 min,"International Movies, Romantic Movies",105
s1679,Movie,Raman Raghav 2.0,Anurag Kashyap,India,11/19/2020,2016,TV-MA,133 min,"International Movies, Thrillers",133
s1680,Movie,Singham,Rohit Shetty,India,11/19/2020,2011,TV-14,142 min,"Action & Adventure, Dramas, International Movies",142
s1681,Movie,TE3N,Ribhu Dasgupta,India,11/19/2020,2016,TV-14,128 min,"Dramas, International Movies, Thrillers",128
s1682,Movie,The Princess Switch: Switched Again,Mike Rohl,United States,11/19/2020,2020,TV-G,97 min,"Children & Family Movies, Comedies, Dramas",97
s1683,Movie,Three Words to Forever,Cathy Garcia-Molina,Philippines,11/19/2020,2018,TV-G,107 min,"Comedies, Dramas, International Movies",107
s1684,Movie,Well Done Abba,Shyam Benegal,India,11/19/2020,2009,TV-14,135 min,"Comedies, International Movies",135
s1686,Movie,Ainu Mosir,Takeshi Fukunaga,United States,11/17/2020,2020,TV-PG,84 min,"Dramas, International Movies",84
s1687,Movie,Kevin Hart: Zero F**ks Given,Leslie Small,United States,11/17/2020,2020,TV-MA,70 min,Stand-Up Comedy,70
s1690,Movie,Loving,Jeff Nichols,United Kingdom,11/16/2020,2016,PG-13,124 min,"Dramas, Romantic Movies",124
s1691,Movie,Whose Streets?,"Sabaah Folayan, Damon Davis",United States,11/16/2020,2017,R,102 min,Documentaries,102
s1692,Movie,A Very Country Christmas,Justin G. Dyck,United States,11/15/2020,2017,TV-G,84 min,"Music & Musicals, Romantic Movies",84
s1695,Movie,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn",United States,11/15/2020,2013,PG,95 min,"Children & Family Movies, Comedies",95
s1696,Movie,Hometown Holiday,Justin G. Dyck,Canada,11/15/2020,2018,TV-G,84 min,Romantic Movies,84
s1700,Movie,White Christmas,Michael Curtiz,United States,11/15/2020,1954,TV-G,120 min,"Children & Family Movies, Classic Movies, Comedies",120
s1701,Movie,Killer Cove,Damián Romay,United States,11/14/2020,2019,TV-14,87 min,Thrillers,87
s1703,Movie,Fukrey Boyzzz: Space Mein Fukrapanti,Avinash Walzade,India,11/13/2020,2020,TV-Y7,75 min,"Children & Family Movies, Comedies",75
s1704,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,United States,11/13/2020,2020,PG,124 min,"Children & Family Movies, Music & Musicals",124
s1705,Movie,The Beginning of Life 2: Outside,Renata Terra,Brazil,11/13/2020,2020,TV-PG,92 min,"Documentaries, International Movies",92
s1706,Movie,The Life Ahead,Edoardo Ponti,Italy,11/13/2020,2020,PG-13,95 min,"Dramas, International Movies",95
s1708,Movie,A Very Special Love,Cathy Garcia-Molina,Philippines,11/12/2020,2008,TV-G,107 min,"International Movies, Romantic Movies",107
s1710,Movie,First Love,Paul Soriano,Philippines,11/12/2020,2018,TV-MA,123 min,"Dramas, International Movies, Romantic Movies",123
s1711,Movie,Fruitvale Station,Ryan Coogler,United States,11/12/2020,2013,R,85 min,"Dramas, Independent Movies",85
s1713,Movie,Ludo,Anurag Basu,India,11/12/2020,2020,TV-MA,150 min,"Comedies, Dramas, International Movies",150
s1714,Movie,Memories of a Teenager,Lucas Santa Ana,Argentina,11/12/2020,2019,TV-MA,97 min,"Dramas, International Movies, LGBTQ Movies",97
s1715,Movie,Prom Night,Nelson McCormick,United States,11/12/2020,2008,PG-13,88 min,Horror Movies,88
s1721,Movie,What We Wanted,Ulrike Kofler,Austria,11/11/2020,2020,TV-MA,93 min,"Dramas, International Movies",93
s1726,Movie,Citation,Kunle Afolayan,Nigeria,11/6/2020,2020,TV-MA,151 min,"Dramas, International Movies",151
s1728,Movie,Girl's Revenge,Weica Wang,Taiwan,11/6/2020,2020,TV-MA,82 min,"Dramas, International Movies",82
s1729,Movie,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga",Spain,11/6/2020,2019,TV-MA,148 min,"Dramas, Independent Movies, International Movies",148
s1730,Movie,The Late Bloomer,Kevin Pollak,United States,11/6/2020,2016,R,95 min,Comedies,95
s1732,Movie,A New York Christmas Wedding,Otoja Abit,United States,11/5/2020,2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies",90
s1733,Movie,Alone/Together,Antoinette Jadaone,Philippines,11/5/2020,2019,TV-14,103 min,"Dramas, International Movies, Romantic Movies",103
s1735,Movie,Midnight at the Magnolia,Maxwell McGuire,Canada,11/5/2020,2020,TV-G,87 min,"Comedies, Romantic Movies",87
s1736,Movie,One More Try,Ruel S. Bayani,Philippines,11/5/2020,2012,TV-14,102 min,"Dramas, International Movies, Romantic Movies",102
s1737,Movie,Operation Christmas Drop,Martin Wood,United States,11/5/2020,2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies",96
s1745,Movie,The Beginning of Life,Estela Renner,Brazil,11/3/2020,2016,TV-PG,96 min,"Documentaries, International Movies",96
s1740,Movie,Christmas with a Prince,Justin G. Dyck,Canada,11/4/2020,2018,TV-PG,86 min,"Comedies, Dramas, Romantic Movies",86
s1742,Movie,Miss India,Narendra Nath,India,11/4/2020,2020,TV-PG,136 min,"Dramas, International Movies",136
